input,output,category,complexity,type
Zu welcher Kategorie gehört 'kriechenschwimmen'?,bewegungen,bewegungen,2,categorization
Verwende 'kriechenschwimmen' in einem Satz.,Ich kann kriechenschwimmen.,bewegungen,2,sentence_generation
Verwende 'kriechenschwimmen' in einem Satz.,Wir kriechenschwimmen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'fliegen'?,Sich durch die Luft bewegen,bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'fliegen'?,bewegungen,bewegungen,2,categorization
Verwende 'fliegen' in einem Satz.,Ich kann fliegen.,bewegungen,2,sentence_generation
Verwende 'fliegen' in einem Satz.,Wir fliegen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'rollentanzen'?,Sich in die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'rollentanzen'?,bewegungen,bewegungen,2,categorization
Verwende 'rollentanzen' in einem Satz.,Ich kann rollentanzen.,bewegungen,2,sentence_generation
Verwende 'rollentanzen' in einem Satz.,Wir rollentanzen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'sattmüde'?,Niedrige Temperatur (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'sattmüde'?,zustände,zustände,2,categorization
Verwende 'sattmüde' in einem Satz.,Ich bin sattmüde.,zustände,2,sentence_generation
Verwende 'sattmüde' in einem Satz.,Du siehst sattmüde aus.,zustände,2,sentence_generation
Was bedeutet 'grünorange'?,Mischfarbe rot-blau (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'grünorange'?,farben,farben,1,categorization
Verwende 'grünorange' in einem Satz.,Das ist grünorange.,farben,1,sentence_generation
Verwende 'grünorange' in einem Satz.,Ich sehe etwas grünorangees.,farben,1,sentence_generation
Was bedeutet 'rollen_var111'?,Sich am Boden fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'rollen_var111'?,bewegungen,bewegungen,2,categorization
Verwende 'rollen_var111' in einem Satz.,Ich kann rollen_var111.,bewegungen,2,sentence_generation
Verwende 'rollen_var111' in einem Satz.,Wir rollen_var111 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'obwohl_var119'?,Verbindung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'obwohl_var119'?,logik,logik,5,categorization
Verwende 'obwohl_var119' in einem Satz.,Obwohl_var119 das stimmt.,logik,5,sentence_generation
Verwende 'obwohl_var119' in einem Satz.,Das ist obwohl_var119 wahr.,logik,5,sentence_generation
Was bedeutet 'weilwenn'?,Alternative (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'weilwenn'?,logik,logik,5,categorization
Verwende 'weilwenn' in einem Satz.,Weilwenn das stimmt.,logik,5,sentence_generation
Verwende 'weilwenn' in einem Satz.,Das ist weilwenn wahr.,logik,5,sentence_generation
Was bedeutet 'laufenfliegen'?,Sich durch die Luft bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'laufenfliegen'?,bewegungen,bewegungen,2,categorization
Verwende 'laufenfliegen' in einem Satz.,Ich kann laufenfliegen.,bewegungen,2,sentence_generation
Verwende 'laufenfliegen' in einem Satz.,Wir laufenfliegen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'auto'?,Fahrzeug für Straßen,objekte,1,word_meaning
Zu welcher Kategorie gehört 'auto'?,objekte,objekte,1,categorization
Verwende 'auto' in einem Satz.,Das ist ein auto.,objekte,1,sentence_generation
Verwende 'auto' in einem Satz.,Ich brauche einen auto.,objekte,1,sentence_generation
Was bedeutet 'gehenrollen'?,Reibungslos bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gehenrollen'?,bewegungen,bewegungen,2,categorization
Verwende 'gehenrollen' in einem Satz.,Ich kann gehenrollen.,bewegungen,2,sentence_generation
Verwende 'gehenrollen' in einem Satz.,Wir gehenrollen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'lampebaum'?,Gerät zur Kommunikation (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'lampebaum'?,objekte,objekte,1,categorization
Verwende 'lampebaum' in einem Satz.,Das ist ein lampebaum.,objekte,1,sentence_generation
Verwende 'lampebaum' in einem Satz.,Ich brauche einen lampebaum.,objekte,1,sentence_generation
Was bedeutet 'gleitenlaufen'?,Sich schnell fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gleitenlaufen'?,bewegungen,bewegungen,2,categorization
Verwende 'gleitenlaufen' in einem Satz.,Ich kann gleitenlaufen.,bewegungen,2,sentence_generation
Verwende 'gleitenlaufen' in einem Satz.,Wir gleitenlaufen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'wennnicht'?,Folge (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'wennnicht'?,logik,logik,5,categorization
Verwende 'wennnicht' in einem Satz.,Wennnicht das stimmt.,logik,5,sentence_generation
Verwende 'wennnicht' in einem Satz.,Das ist wennnicht wahr.,logik,5,sentence_generation
Was bedeutet 'braungelb'?,Mischfarbe rot-blau (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'braungelb'?,farben,farben,1,categorization
Verwende 'braungelb' in einem Satz.,Das ist braungelb.,farben,1,sentence_generation
Verwende 'braungelb' in einem Satz.,Ich sehe etwas braungelbes.,farben,1,sentence_generation
Was bedeutet 'wachglücklich'?,Gefühl nach dem Essen (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'wachglücklich'?,zustände,zustände,2,categorization
Verwende 'wachglücklich' in einem Satz.,Ich bin wachglücklich.,zustände,2,sentence_generation
Verwende 'wachglücklich' in einem Satz.,Du siehst wachglücklich aus.,zustände,2,sentence_generation
Was bedeutet 'erklärenerschaffen'?,Problem beheben (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'erklärenerschaffen'?,aktionen,aktionen,4,categorization
Verwende 'erklärenerschaffen' in einem Satz.,Ich erklärenerschaffen darüber.,aktionen,4,sentence_generation
Verwende 'erklärenerschaffen' in einem Satz.,Wir müssen erklärenerschaffen.,aktionen,4,sentence_generation
Was bedeutet 'tischstuhl'?,Möbel zum Arbeiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'tischstuhl'?,objekte,objekte,1,categorization
Verwende 'tischstuhl' in einem Satz.,Das ist ein tischstuhl.,objekte,1,sentence_generation
Verwende 'tischstuhl' in einem Satz.,Ich brauche einen tischstuhl.,objekte,1,sentence_generation
Was bedeutet 'allewenn'?,Alternative (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'allewenn'?,logik,logik,5,categorization
Verwende 'allewenn' in einem Satz.,Allewenn das stimmt.,logik,5,sentence_generation
Verwende 'allewenn' in einem Satz.,Das ist allewenn wahr.,logik,5,sentence_generation
Was bedeutet 'wachhungrig'?,Nicht schläfrig (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'wachhungrig'?,zustände,zustände,2,categorization
Verwende 'wachhungrig' in einem Satz.,Ich bin wachhungrig.,zustände,2,sentence_generation
Verwende 'wachhungrig' in einem Satz.,Du siehst wachhungrig aus.,zustände,2,sentence_generation
Was bedeutet 'planenerschaffen'?,Systematisch untersuchen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'planenerschaffen'?,aktionen,aktionen,4,categorization
Verwende 'planenerschaffen' in einem Satz.,Ich planenerschaffen darüber.,aktionen,4,sentence_generation
Verwende 'planenerschaffen' in einem Satz.,Wir müssen planenerschaffen.,aktionen,4,sentence_generation
Was bedeutet 'blauorange'?,Mischfarbe rot-blau (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'blauorange'?,farben,farben,1,categorization
Verwende 'blauorange' in einem Satz.,Das ist blauorange.,farben,1,sentence_generation
Verwende 'blauorange' in einem Satz.,Ich sehe etwas blauorangees.,farben,1,sentence_generation
Was bedeutet 'telefonfenster'?,Sammlung von Seiten (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'telefonfenster'?,objekte,objekte,1,categorization
Verwende 'telefonfenster' in einem Satz.,Das ist ein telefonfenster.,objekte,1,sentence_generation
Verwende 'telefonfenster' in einem Satz.,Ich brauche einen telefonfenster.,objekte,1,sentence_generation
Was bedeutet 'sieben_var113'?,Zahl 2 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'sieben_var113'?,zahlen,zahlen,1,categorization
Verwende 'sieben_var113' in einem Satz.,Ich zähle bis sieben_var113.,zahlen,1,sentence_generation
Verwende 'sieben_var113' in einem Satz.,Sieben_var113 Dinge.,zahlen,1,sentence_generation
Was bedeutet 'fünfsieben'?,Zahl 1 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'fünfsieben'?,zahlen,zahlen,1,categorization
Verwende 'fünfsieben' in einem Satz.,Ich zähle bis fünfsieben.,zahlen,1,sentence_generation
Verwende 'fünfsieben' in einem Satz.,Fünfsieben Dinge.,zahlen,1,sentence_generation
Was bedeutet 'braunviolett'?,Helle rote Farbe (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'braunviolett'?,farben,farben,1,categorization
Verwende 'braunviolett' in einem Satz.,Das ist braunviolett.,farben,1,sentence_generation
Verwende 'braunviolett' in einem Satz.,Ich sehe etwas braunviolettes.,farben,1,sentence_generation
Was bedeutet 'baumauto'?,Fahrzeug für Straßen (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'baumauto'?,objekte,objekte,1,categorization
Verwende 'baumauto' in einem Satz.,Das ist ein baumauto.,objekte,1,sentence_generation
Verwende 'baumauto' in einem Satz.,Ich brauche einen baumauto.,objekte,1,sentence_generation
Was bedeutet 'traurigglücklich'?,Gefühl nach dem Essen (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'traurigglücklich'?,zustände,zustände,2,categorization
Verwende 'traurigglücklich' in einem Satz.,Ich bin traurigglücklich.,zustände,2,sentence_generation
Verwende 'traurigglücklich' in einem Satz.,Du siehst traurigglücklich aus.,zustände,2,sentence_generation
Was bedeutet 'stuhltisch'?,Möbel zum Sitzen (Variante),objekte,1,word_meaning
Zu welcher Kategorie gehört 'stuhltisch'?,objekte,objekte,1,categorization
Verwende 'stuhltisch' in einem Satz.,Das ist ein stuhltisch.,objekte,1,sentence_generation
Verwende 'stuhltisch' in einem Satz.,Ich brauche einen stuhltisch.,objekte,1,sentence_generation
Was bedeutet 'drei'?,Zahl 3,zahlen,1,word_meaning
Zu welcher Kategorie gehört 'drei'?,zahlen,zahlen,1,categorization
Verwende 'drei' in einem Satz.,Ich zähle bis drei.,zahlen,1,sentence_generation
Verwende 'drei' in einem Satz.,Drei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'siebenzwei'?,Zahl 5 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'siebenzwei'?,zahlen,zahlen,1,categorization
Verwende 'siebenzwei' in einem Satz.,Ich zähle bis siebenzwei.,zahlen,1,sentence_generation
Verwende 'siebenzwei' in einem Satz.,Siebenzwei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'glücklichgesund'?,Nicht schläfrig (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'glücklichgesund'?,zustände,zustände,2,categorization
Verwende 'glücklichgesund' in einem Satz.,Ich bin glücklichgesund.,zustände,2,sentence_generation
Verwende 'glücklichgesund' in einem Satz.,Du siehst glücklichgesund aus.,zustände,2,sentence_generation
Was bedeutet 'planenanalysieren'?,Problem beheben (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'planenanalysieren'?,aktionen,aktionen,4,categorization
Verwende 'planenanalysieren' in einem Satz.,Ich planenanalysieren darüber.,aktionen,4,sentence_generation
Verwende 'planenanalysieren' in einem Satz.,Wir müssen planenanalysieren.,aktionen,4,sentence_generation
Was bedeutet 'kaltsatt'?,Bedürfnis nach Schlaf (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'kaltsatt'?,zustände,zustände,2,categorization
Verwende 'kaltsatt' in einem Satz.,Ich bin kaltsatt.,zustände,2,sentence_generation
Verwende 'kaltsatt' in einem Satz.,Du siehst kaltsatt aus.,zustände,2,sentence_generation
Was bedeutet 'trauriggesund'?,Positive Emotion (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'trauriggesund'?,zustände,zustände,2,categorization
Verwende 'trauriggesund' in einem Satz.,Ich bin trauriggesund.,zustände,2,sentence_generation
Verwende 'trauriggesund' in einem Satz.,Du siehst trauriggesund aus.,zustände,2,sentence_generation
Was bedeutet 'sechsdrei'?,Zahl 3 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'sechsdrei'?,zahlen,zahlen,1,categorization
Verwende 'sechsdrei' in einem Satz.,Ich zähle bis sechsdrei.,zahlen,1,sentence_generation
Verwende 'sechsdrei' in einem Satz.,Sechsdrei Dinge.,zahlen,1,sentence_generation
Was bedeutet 'entscheidenbewerten'?,Etwas Neues schaffen (Variante),aktionen,4,word_meaning
Zu welcher Kategorie gehört 'entscheidenbewerten'?,aktionen,aktionen,4,categorization
Verwende 'entscheidenbewerten' in einem Satz.,Ich entscheidenbewerten darüber.,aktionen,4,sentence_generation
Verwende 'entscheidenbewerten' in einem Satz.,Wir müssen entscheidenbewerten.,aktionen,4,sentence_generation
Was bedeutet 'müdee'?,Bedürfnis nach Nahrung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'müdee'?,zustände,zustände,2,categorization
Verwende 'müdee' in einem Satz.,Ich bin müdee.,zustände,2,sentence_generation
Verwende 'müdee' in einem Satz.,Du siehst müdee aus.,zustände,2,sentence_generation
Was bedeutet 'deshalbe'?,Bedingung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'deshalbe'?,logik,logik,5,categorization
Verwende 'deshalbe' in einem Satz.,Deshalbe das stimmt.,logik,5,sentence_generation
Verwende 'deshalbe' in einem Satz.,Das ist deshalbe wahr.,logik,5,sentence_generation
Was bedeutet 'hungrig_var114'?,Körperlich nicht in Ordnung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'hungrig_var114'?,zustände,zustände,2,categorization
Verwende 'hungrig_var114' in einem Satz.,Ich bin hungrig_var114.,zustände,2,sentence_generation
Verwende 'hungrig_var114' in einem Satz.,Du siehst hungrig_var114 aus.,zustände,2,sentence_generation
Was bedeutet 'fünfvier'?,Zahl 9 (Variante),zahlen,1,word_meaning
Zu welcher Kategorie gehört 'fünfvier'?,zahlen,zahlen,1,categorization
Verwende 'fünfvier' in einem Satz.,Ich zähle bis fünfvier.,zahlen,1,sentence_generation
Verwende 'fünfvier' in einem Satz.,Fünfvier Dinge.,zahlen,1,sentence_generation
Was bedeutet 'springen'?,Sich in die Luft bewegen,bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'springen'?,bewegungen,bewegungen,2,categorization
Verwende 'springen' in einem Satz.,Ich kann springen.,bewegungen,2,sentence_generation
Verwende 'springen' in einem Satz.,Wir springen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'rotweiß'?,Helle rote Farbe (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'rotweiß'?,farben,farben,1,categorization
Verwende 'rotweiß' in einem Satz.,Das ist rotweiß.,farben,1,sentence_generation
Verwende 'rotweiß' in einem Satz.,Ich sehe etwas rotweißes.,farben,1,sentence_generation
Was bedeutet 'gleiten_var138'?,Sich schnell fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gleiten_var138'?,bewegungen,bewegungen,2,categorization
Verwende 'gleiten_var138' in einem Satz.,Ich kann gleiten_var138.,bewegungen,2,sentence_generation
Verwende 'gleiten_var138' in einem Satz.,Wir gleiten_var138 zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'gelbviolett'?,Abwesenheit von Licht (Variante),farben,1,word_meaning
Zu welcher Kategorie gehört 'gelbviolett'?,farben,farben,1,categorization
Verwende 'gelbviolett' in einem Satz.,Das ist gelbviolett.,farben,1,sentence_generation
Verwende 'gelbviolett' in einem Satz.,Ich sehe etwas gelbviolettes.,farben,1,sentence_generation
Was bedeutet 'gehenlaufen'?,Sich langsam fortbewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'gehenlaufen'?,bewegungen,bewegungen,2,categorization
Verwende 'gehenlaufen' in einem Satz.,Ich kann gehenlaufen.,bewegungen,2,sentence_generation
Verwende 'gehenlaufen' in einem Satz.,Wir gehenlaufen zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'tanzengleiten'?,Reibungslos bewegen (Variante),bewegungen,2,word_meaning
Zu welcher Kategorie gehört 'tanzengleiten'?,bewegungen,bewegungen,2,categorization
Verwende 'tanzengleiten' in einem Satz.,Ich kann tanzengleiten.,bewegungen,2,sentence_generation
Verwende 'tanzengleiten' in einem Satz.,Wir tanzengleiten zusammen.,bewegungen,2,sentence_generation
Was bedeutet 'eins'?,Zahl 1,zahlen,1,word_meaning
Zu welcher Kategorie gehört 'eins'?,zahlen,zahlen,1,categorization
Verwende 'eins' in einem Satz.,Ich zähle bis eins.,zahlen,1,sentence_generation
Verwende 'eins' in einem Satz.,Eins Dinge.,zahlen,1,sentence_generation
Was bedeutet 'traurig_var130'?,Bedürfnis nach Nahrung (Variante),zustände,2,word_meaning
Zu welcher Kategorie gehört 'traurig_var130'?,zustände,zustände,2,categorization
Verwende 'traurig_var130' in einem Satz.,Ich bin traurig_var130.,zustände,2,sentence_generation
Verwende 'traurig_var130' in einem Satz.,Du siehst traurig_var130 aus.,zustände,2,sentence_generation
Was bedeutet 'weil_var131'?,Alternative (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'weil_var131'?,logik,logik,5,categorization
Verwende 'weil_var131' in einem Satz.,Weil_var131 das stimmt.,logik,5,sentence_generation
Verwende 'weil_var131' in einem Satz.,Das ist weil_var131 wahr.,logik,5,sentence_generation
Was bedeutet 'unddann'?,Bedingung (Variante),logik,5,word_meaning
Zu welcher Kategorie gehört 'unddann'?,logik,logik,5,categorization
Verwende 'unddann' in einem Satz.,Unddann das stimmt.,logik,5,sentence_generation
